somecash,True,2019-06-05 15:58:00,3.602,TEUM nothing has changed here amateurs No reason to sell This is how the rich get richer
Barren_E_Wuffett,True,2019-06-05 13:43:00,3.702,TEUM Ive averaged down again and again This has turned into the largest position Ive ever had and I couldnt be more confident Buying is a no brainer at these levels
bagsofjunk,True,2019-06-05 13:42:00,3.698,TEUM I just noticed that my whole board is red except SNAP Up market not indicative of all the stocks being sold down today
clbroyles,True,2019-06-05 13:42:00,3.698,TEUM WTF
TradeKingNY,False,2019-06-05 13:42:00,3.698,TEUM Ouch
Spilatch,,2019-06-05 13:42:00,3.698,TEUM someone needs to make a gif of hal ringing the bell and then a nuclear explosion going off
parag1234,True,2019-06-05 13:41:00,3.705,TEUM whats the news guys No trolling real ans I am still holding
ramon5,,2019-06-05 13:40:00,3.7,TEUM the Fucking Bell I love it
bagsofjunk,True,2019-06-05 13:40:00,3.7,TEUM It would appear someone is rolling out Other tutes picking up what they can I would assume that the investor conference will bring in new money but probably not until next week or two weeks
lhollemoney1,True,2019-06-05 13:40:00,3.7,TEUM 335 is the lowest possible i see imo this is way oversold Dont think ab today or tomorrow or next week think 3 months from now and buying at these levels is a no brainer IMO
alo70,,2019-06-05 13:40:00,3.7,TEUM since bell
Grobian5000,,2019-06-05 13:40:00,3.7,TEUM Isnt there some kind of cavalry for cases like that
Stockswiz,,2019-06-05 13:40:00,3.7,TEUM I didnt sell this stock at 518 and now regret a little Sold it off at 45 with losses But happy to come outI have learnt one thing in last few years No matter how good the ER results are the stock is totally dependent on many other factors huge manipulation is done by the predators high above the chain to pull the stock despite its good performanceInvest carefully Dont listen to anyone even to the ER results or experts
Roanna,True,2019-06-05 13:40:00,3.7,TEUM Okay so I had enough money in the acct for 1k more shares Slapped the ask I was trying to get it in when it was 366 and it just started taking off P
marketpro11983,False,2019-06-05 13:39:00,3.69,TEUM wouldnt be surprised if TEUM is delisted this year They need to stay above 1 or their gone I dont see that happening
TurdHal,False,2019-06-05 13:38:00,3.677,TEUM Ive been crying all day We have a CEO who promised to release the Kraken and apparently he released a dead worm Why please tell me why
dreinherz1,,2019-06-05 13:38:00,3.677,TEUM definitely holding but not happy since I added at higher level for swing also All I can think is manipulation by shorts as his drop makes no sense to me Anybody else make sense of this drop Reminds me of late fall when we just dropped for no reason
Eric071234,,2019-06-05 13:37:00,3.68,TEUM finish at 4 Wouldnt doubt it based on RSI
shockexchange101,,2019-06-05 13:37:00,3.68,TEUM Stock acting like a secondary is coming
clbroyles,True,2019-06-05 13:36:00,3.66,TEUMTEUM cough cough what the hell is going on here We can joke about this being a POS and all but we know its not Why is this tanking on NO news
JohnnyOntheSpot,,2019-06-05 13:36:00,3.66,TEUM have another order in buy when it is bloody
ramon5,,2019-06-05 13:36:00,3.66,TEUM oh Shit really
ramboy,,2019-06-05 13:36:00,3.66,TEUM no reason for this never ever holds Been in since 2017 Starting to believe this is a piece of shit
MarketSamurai,True,2019-06-05 13:36:00,3.66,TEUM RSI on the day is at 18 Ill be shocked if it doesnt recover hard from here
frankjohnson123,,2019-06-05 13:35:00,3.659,TEUM calm down not like we are down 10 today
chayes303,False,2019-06-05 13:35:00,3.659,TEUM the floor looks like lava
Lnarv,,2019-06-05 13:35:00,3.659,TEUM will bounce Go watch some tv
nerdchartz,,2019-06-05 13:35:00,3.659,TEUM And I keep bleedin I keep keep bleedinyou cut me open and iLeona Lewis on repeat today
Bad_Bunny,,2019-06-05 13:35:00,3.659,TEUM
TradeKingNY,False,2019-06-05 13:35:00,3.659,TEUM
JohnnyOntheSpot,,2019-06-05 13:34:00,3.632,TEUM inflowoutflow chart
Eric071234,,2019-06-05 13:34:00,3.632,TEUM remember most of the big boys are in around 455share
TradeKingNY,False,2019-06-05 13:34:00,3.632,TEUM Lmao Spilatch
Frogie,,2019-06-05 13:34:00,3.632,TEUM Nice Free Fall Reminds me of WRCW 7 years ago They started making money and stock tanked Sold at top then too
multipleaccountss,True,2019-06-05 13:34:00,3.632,TEUM jbalboni you yourself said its public domain you posted peoples pics especially wife now youre mad free for all
bttrader1007,,2019-06-05 13:33:00,3.63,TEUM almost down 150 from a week ago What the F is happening
jcmangan,,2019-06-05 13:33:00,3.63,TEUM Days like today are ones where you need news if you are near death Hals been holding the news too long
Eric071234,,2019-06-05 13:33:00,3.63,TEUM hurry up and sell at the lowest its been in 3 months Idiots Just hold and dont sweat this Shorts are here and are dicing it It will get better soon
kevkeg,,2019-06-05 13:32:00,3.654,TEUM time to bounce
jbalboni,,2019-06-05 13:32:00,3.654,TEUM TheMountainThatRidez See I told you jbalboniJun 5th 1047 am TheMountainThatRidez drop it to 370 youll have em by 2PM
Donyul,,2019-06-05 13:32:00,3.654,TEUM
Zoeyface,,2019-06-05 13:31:00,3.666,TEUM Why
Grobian5000,True,2019-06-05 13:31:00,3.666,TEUM At least it has gained real independence from the market Respect
TurboTime,True,2019-06-05 13:30:00,3.665,TEUM IMO Unfortunately the articles written by SHUSA Oil Gas Bulletin creating FALSE doubt in the mkt before conducting thorough research It will bounce but damn why are people so quick to jump to conclusion before finding out all the facts never ceases to amaze me especially in stocks Manipulation 101 BS A Law should be created for these people to be accountable Many good companies have suffered because of this Obviously MMS and Hedges have used this to their advantage This will change in our favor when we least expected it 97K shares and holding
LOLOLOLOLOLOLOLOLOLOLOL,True,2019-06-05 13:28:00,3.655,TEUM This company needs more diversity in their workplace
marketpro11983,False,2019-06-05 13:27:00,3.673,TEUM so sad for bulls So so sad Please dont take anger out on your wives its not their fault I dont blame them for wanting a divorce either It was a bad decision on your part
jboosted92,,2019-06-05 13:26:00,3.678,TEUM did i miss news that caused drop
BeastFromTheEast,,2019-06-05 13:26:00,3.678,TEUM So whats the story with this stock
JohnnyOntheSpot,,2019-06-05 13:26:00,3.678,TEUM uh oh Stop loss raid
jboosted92,,2019-06-05 13:26:00,3.678,TEUM damn did it hit 339
Buckandmuck,,2019-06-05 13:26:00,3.678,TEUM welp broke that seemingly strong support this aint good
Grobian5000,,2019-06-05 13:26:00,3.678,TEUM Another 10 day And why not
bttrader1007,,2019-06-05 13:25:00,3.697,TEUM were hitting 350s before we move up at this point Imo
TurdHal,False,2019-06-05 13:24:00,3.71,TEUM I started shorting at 37 Going to make ALL my maanee back shorting this to 135 Hal aint
JohnnyOntheSpot,,2019-06-05 13:24:00,3.71,TEUM dang 11k sell at 372 Could drop below support
jbalboni,,2019-06-05 13:22:00,3.725,TEUM I waited so the imbecile crowd could get their giggles in before we all had the best laugh AT THEM Play em like a ukulele every time Wait until you see the next trick The guy needing the dental work He wont need an attorney he is one And Ive corresponded with him previously regarding other nitwits yeah the dopes here arent exclusive but they are the dopiest
doernte,,2019-06-05 13:21:00,3.727,TEUM spring
Roanna,True,2019-06-05 13:21:00,3.727,TEUM End of May contract update info should be coming out soon Tomorrow perhaps
JohnnyOntheSpot,True,2019-06-05 13:18:00,3.725,TEUM bought some at 372
Bobbing,True,2019-06-05 13:17:00,3.725,TEUM this stock is now selling at less than 3 times March and Aprils new sales agreementsunreal
marketpro11983,False,2019-06-05 13:13:00,3.745,TEUM congrats to all that know what were shorting and making bank despite listening to the pumpers and being criticized just for knowing what a POS we shorted
multipleaccountss,,2019-06-05 13:13:00,3.745,TEUM jbalboni Man this guy needs a dentist ASAP
DJEuphoria,,2019-06-05 13:13:00,3.745,TEUM Anyone want to take a guess where we are on the cycle
MorpheusDreams,True,2019-06-05 13:12:00,3.743,TEUM in Raleigh NC for a conference and I came across this Their office reminds me of Google and FB
milgirl92,True,2019-06-05 13:12:00,3.743,TEUM Im not gonna lie Im starting to feel some type of way about TEUM and its not goodlol
Teumwinning,,2019-06-05 13:11:00,3.737,TEUM no kraken here
ChartMill,,2019-06-05 13:10:00,3.737,TEUM is one of the better performing stocks in the Computer Programming Data Processing And Other Computer R chartmillcomanalyzephpu
oldironworks,True,2019-06-05 13:10:00,3.737,TEUM Got myself fully loaded here again Still awaiting the infamous KRAKEN
jbalboni,,2019-06-05 13:10:00,3.737,TEUM Keep in mind kids these are the same mental midgets that are professing consistently how brilliant they are having discovered this gem of a stock whats the OVERUNDER HAl hired these nitwits to peddle pump Yessir these guys are sharp as a bowling ball
jbalboni,,2019-06-05 13:07:00,3.734,TEUM Sgt Schultz is gloating as we speak over his sexist remarks and accusations of a tranny he sure showed Balboni yes indeed he did ROFLMAO All the usual suspects gathered together looking like dopes right about now
Roanna,True,2019-06-05 13:07:00,3.734,TEUM Got my shares Now Im pretty much fully loaded Patience is a virtue If things get insane enough that they drop below 350 Ill have to shift more cash into this account
RLupi,True,2019-06-05 13:04:00,3.757,TEUM red to Green Day possible bull flag
jbalboni,,2019-06-05 13:04:00,3.757,TEUM How easy is it to play the imbeciles on this board like a Ukulele you ask well allow me to demonstrate First you go to google and you grab a web page httpswwwwbabcomentertainmentmorningshowrogerboatsandbikinissunboatandbeautifulbikinibodyYDjqh9GB6zGP6btG8sCAjI Then you post a picture from the web page and tell the simpletons its your honey Then you laugh yur ass off as they gather like little giggling girls to display their collective ignorance attacking the pic and patting each other on th back for SHOWING BALBONI Yes its that easy
costom,True,2019-06-05 13:04:00,3.757,TEUM the problem is that retail traders are insecure there have been numerous and reputable analysts upgrades their execution plans and timelines are impeccable earnings and contracts keep climbing tutes are buying with both fistsbut many have patience and need daily confirmations of the same story line hence mm or short manipulation Everytime TEUMs sp falls it is followed by a powerful upturn Everything is in place and chugging along quickly relax add on dips and enjoy the fcken ride
Roanna,True,2019-06-05 13:03:00,3.756,TEUM Im trying to buy 2k more shares at 375 but with an all or none order but its not going through People must be selling in small manipulative lots Annoying
marketpro11983,False,2019-06-05 13:02:00,3.751,TEUM to those crying they missed the dip here it is Buy all the dips to 1 dolla
cwt72,True,2019-06-05 13:02:00,3.751,TEUM could get amazing if it pops over 415
FluffsTravels,,2019-06-05 13:01:00,3.753,TEUM could get ugly under 375
Eric071234,,2019-06-05 13:01:00,3.753,TEUM waiting to see some monster volume spikes the next few days Got some monster short positions in this game right now They will cover the next couple days They have worked for nearly a month driving this thing downwards in order to cover their positions
LOLOLOLOLOLOLOLOLOLOLOL,,2019-06-05 13:01:00,3.753,TEUM Can I trade Bittorent coin or Kodak Coin on their cloud Or only Airtoken
BACKWOODS,True,2019-06-05 13:00:00,3.753,TEUM Why is the market up but everything in my portfolio is down
TurboTime,,2019-06-05 13:00:00,3.753,TEUM there has been nice buys on the bid L2 aka 10 to 15K at a time all day today IMO I believe this is hedge funds and MMs playing the bigger game switching around from short to long knocking out weaker hands Again my opinion constructive criticism and other view points welcomedAnyone have the inoutflow they can share
Rottieluvr,True,2019-06-05 13:00:00,3.753,SPY TEUM Aside from an obviously oversold Dec this is almost right at support Doubled my position today
multipleaccountss,True,2019-06-05 12:59:00,3.754,TEUM overhaul too especially the face part
Bhealthy,,2019-06-05 12:57:00,3.76,TEUM No matter how you look at it this sucks 25 in the last week WTF Hoping this isnt another WS greed story Manipulation wins
multipleaccountss,True,2019-06-05 12:57:00,3.76,TEUM overhaul
jbalboni,,2019-06-05 12:56:00,3.765,TEUM Well lets hope Hal collects a few of those receivables before they reach 180days not sure even a factor will take them at that point
thebigticket32,,2019-06-05 12:56:00,3.765,TEUM another strong market day and this is getting clobbered nobody can day trade this and act like they know what might happen
Halagahu,,2019-06-05 12:56:00,3.765,TEUM Would be nice to know who is selling why
LA4,True,2019-06-05 12:51:00,3.776,TEUM The red clown is short again Just like the good ol days Now we will go up FeldsparJockey Get out your bowling pins
FiveLitersofFury,,2019-06-05 12:51:00,3.776,TEUM did Hal kill someone or something
Jp50,,2019-06-05 12:50:00,3.776,TEUM Hal going to the big analystinvestor presentation with nothing new from the quarterly conference call just 2 weeks earlier was mind boggling Why management would think that was a good idea is probably one of the reasons this thing has tanked since that presentation Btw havent seen any upgrades or new analysts following the company like the hot air pumpers proclaimed would happen I stand by my statement from yesterday good company possibly a great company in the making but currently a terrible stock to own Still 23 quarters away from real gains Until then expect a small number of nice up days and ALOT of manipulated down days
basherdestroyer,,2019-06-05 12:46:00,3.775,TEUM um does anyone who is bullish know what is going on webull shows massive outflow
TurdHal,False,2019-06-05 12:45:00,3.775,TEUM I guess Hal is still thinking about the Ukrainian Kraken
godblessthebulls,,2019-06-05 12:45:00,3.775,TEUM
betbetsgold,True,2019-06-05 12:45:00,3.775,TEUM great buy opp now imo
Halagahu,,2019-06-05 12:43:00,3.773,TEUM smarteranalystcomanalyst
drizz,True,2019-06-05 12:43:00,3.773,TEUM patience folks very likely institutions manipulating the price lower to buy on the cheap Teum is killing it on all fronts eventually the SP will reflect that in the meantime buy the Fing dips
Buckandmuck,True,2019-06-05 12:40:00,3.773,TEUM the three months chart shows it always goes back to this same area roughly between 375 and 395ishBefore it goes back up to 5 or above May be a good buy point here to add375 Seems like a solid support
Thats_Whats_Up,,2019-06-05 12:39:00,3.777,TEUM
venkateshan,,2019-06-05 12:37:00,3.77,TEUM people wanted to sell no issues with me I am holding
venkateshan,,2019-06-05 12:37:00,3.77,TEUM I am buying and holding this by the end of month watch for 6
Thats_Whats_Up,,2019-06-05 12:37:00,3.77,TEUM added at 377
DJones8170,True,2019-06-05 12:35:00,3.773,TEUM any thoughts on where this is headed
Chezare,,2019-06-05 12:35:00,3.773,TEUM Can anyone explain whats going on And why are we dropping I missed something and cant figure out why
doernte,,2019-06-05 12:32:00,3.773,TEUM are we all sitting at 375 bid
jrshoops,True,2019-06-05 12:30:00,3.773,TEUM last buy today 1500 37775 Holding 64500 shares strong now 1550 per share gets me to 1M Such a bullshit movement in SP Almost as allin as I am comfortable going Cheers to all the longs who are buying and holding
baxtr,True,2019-06-05 12:28:00,3.779,TEUM I understand the pumping I understand the other side knocking it down Sometimes the comments from both sides are laughable and other times it gets so schoolyard childish that Im waiting for somebody to say I know you are but what am I I am holding from 4 oh and I will continue to I hope those that hold and those that dont are able to feed their families just the same
Halagahu,,2019-06-05 12:27:00,3.774,TEUM did I miss some bad news that would send this down
basherdestroyer,True,2019-06-05 12:26:00,3.78,TEUM IS the ATM on
ScuredTrader,,2019-06-05 12:25:00,3.785,TEUM bought teum over SHOP
DJEuphoria,True,2019-06-05 12:24:00,3.784,TEUM Wheres my May Sales figures Beeks No idea why they havent make the 1 Billion dollar announcement yet Seems like the week after the bell ringing would be perfect timing
BigLed1975,True,2019-06-05 12:22:00,3.782,TEUM Delicious Fear remember December that was real fear this is just a buying opportunity for a 1 per share swing trade
Matty_Buffalo_Benj,True,2019-06-05 12:19:00,3.785,TEUM yes we own TEUM yes we will holdBrokers Face Heightened Responsibilities Under New SEC Rule wsjcomarticlesnewsecru
bttrader1007,,2019-06-05 12:18:00,3.782,TEUM why is everyone calling for 250 Makes no sense
MacInvestor,True,2019-06-05 12:13:00,3.792,TEUM ive been here since December 2017 look at the price change since then All of you that are panicking need to leave now
basherdestroyer,True,2019-06-05 12:09:00,3.795,TEUM is teum going to get back to 59
multipleaccountss,True,2019-06-05 12:09:00,3.795,TEUM
DJEuphoria,True,2019-06-05 12:09:00,3.795,TEUM Churning out some volume at 34 million
trippygypsy,True,2019-06-05 12:07:00,3.79,TEUM Its ok Ill hold Patience is what separates most of us here Never sell for a loss Especially with a company with this kind of backlogged REV
RammsteinT,True,2019-06-05 12:05:00,3.789,TEUM 375 more
Janalea101,,2019-06-05 12:00:00,3.79,TEUM Very Sad Not many TRUE Investors left anymore Just imature fly by night gamblers
ScuredTrader,,2019-06-05 11:58:00,3.785,TEUM at this point counting Ls Like yesterday we gotta wait
drancid,True,2019-06-05 11:56:00,3.787,TEUM Need a PR Hal Lets push back up
DJG325,,2019-06-05 11:53:00,3.805,TEUM are we still shaking out weak hands
mikerohansr,,2019-06-05 11:51:00,3.802,TEUM comparing to twlo is ignorant
Grobian5000,,2019-06-05 11:51:00,3.802,TEUM Any infos about the russel rebalance
jle249,True,2019-06-05 11:51:00,3.802,TEUM I cant believe folks are actually selling at a loss today Fear Total unjustified fear Shaking my damn head Not sure what college they went to
KStan44,True,2019-06-05 11:50:00,3.806,TEUM On some many horrible overvalued stocks specifically tech companies like Tesla or Uberwell I mean thats hardly a tech company LOL or any failing thing you see the delusional longs comparing it to Amazon Facebook or Apple But so and so took losses for years nobody was investing on fundamentals then Nah actually they were Amazon was FCF positive by 2003 and thereafter and scaled up reinvesting into infrastructure to dominate Facebook similar Apple doesnt apply product wise comparison to indebted large cap junk after Apple reinvented itself in the 90s and 2000s Dumb dumbs cant decipher any of this stuff With UBERs and TESLAs scaling they lose more money and burn cash faster and are doing cash raises this late into the game With Amazons scaling they generate more cash flow and reinvest into psycho growth and have a path to profitabilityThe TEUM boards real longs only talk about numbers and reality
mokosan,,2019-06-05 11:48:00,3.8,TEUM hey TEUM werent you going to 7
oneworld82,True,2019-06-05 11:48:00,3.8,TEUM to reinforce what other people put more eloquently this stock is now trading at 25x 2019 revenue 1x 2020 revenue TWLO and Atlassia trade at 810x forward revenue You do the math but if you cannot I will do it for you TEUM will be at 1520 dollarsshare within 18 months That means if you own 10k shares at 4average in 18 months barring a recession you will see your 40k become 160k Hopefully that eases your short term pains a little Relax and enjoy
mkdk,,2019-06-05 11:43:00,3.815,TEUM this stock gets no respect
srac84,True,2019-06-05 11:43:00,3.815,TEUM what can I say the fun never ends
allthatjust,,2019-06-05 11:42:00,3.813,TEUM Well never see 2 again thats my prediction
braceman,,2019-06-05 11:39:00,3.822,TEUM hope it stays down so I can buy more next week Cant believe people are selling for a loss utter stupidity
jrshoops,True,2019-06-05 11:36:00,3.824,TEUM on a buying spree 1000 38275 63k shares total
jbalboni,,2019-06-05 11:31:00,3.82,TEUM block you on twitter refuse to respond to emails issue CT Orders to hide pertinent financial data what are these carnival barkers HIDING
jbalboni,,2019-06-05 11:30:00,3.825,TEUM You are blocked from following Pareteum1 and viewing Pareteum1s Tweets The fear of the truth is palpable
KStan44,True,2019-06-05 11:22:00,3.845,TEUM Likewise little technical analysis virtuosos we have on the board that were bragging they were easily swinging low 4s to high 4s and bought in low 4s again and cant read whats going on now are sweating Longs are chilling Im calm as a hindu cow and just trying to help calm nerves from novices I know OldWiseTrader and others with large positions are also DGAF about this price action with longer time frame high targets Only thing we care about is the company delivering which the track record of that has been stellar The penny flippers are the ones sweating bullets over it not longs
edec,True,2019-06-05 11:17:00,3.822,TEUM MTBC INSG XXII not worried at all
TurdHal,,2019-06-05 11:17:00,3.822,TEUM I CANT wait to see the 13 series filings
KStan44,True,2019-06-05 11:16:00,3.825,TEUM PRs also arent going to do anything unless theyre a ground breaking announcement like the company entering a massive partnership or being acquired Them announcing 1B backlog is priced in Them announcing May contracts is priced in When it dropped in late December and then steadily rose during JanuaryFebMarch there werent PRs driving that it was just a correction of price Fluff isnt going to do anything Technical analysis isnt going to do anything The price will correct itself when it does If you disagree then you can feel free to call all institutions that have bought positions and continue to buy positions in the company and tell them that their strategy is wrong
FluffsTravels,,2019-06-05 11:15:00,3.83,TEUM following the market down but not back up
TheMountainThatRidez,,2019-06-05 11:14:00,3.825,TEUM wanna know why they drag this down Look at the weak bailing already Seems like their plan is working
EverGreenTrader,True,2019-06-05 11:13:00,3.825,TEUM TCLutz CameronCole wheres the loyalty
Nanda9,,2019-06-05 11:12:00,3.825,TEUM i sold this bitch for 4k lossno pleasure
Bullshiznit,,2019-06-05 11:10:00,3.83,TEUM Broke up trend pattern This is done for me at the moment Thanks TEUM had several great runs
E_7,True,2019-06-05 11:09:00,3.835,TEUM like a clockwork 375 hit
jose69,True,2019-06-05 11:09:00,3.835,TEUM not a bit of worry in my veinskeep accumulating
KStan44,True,2019-06-05 11:07:00,3.86,TEUM The amount of shares shorted on this is crazy Company will continue delivering and the shorts will be gone soon relax or sell Whining tho doesnt help you if youre holding Selling and investing into some other question mark company like some of you do also is more of a gamble than a fundamentally sound one like this that is undergoing manipulation and is rated screaming buy by all analysts
KStan44,True,2019-06-05 11:05:00,3.875,TEUM Guys do everyone else and yourselves a favor if you have not blocked MarketPro or Jbalboni yet and block them Then you can cease mentioning themgiving them attention They are useless trolls with too much time on their hands Block them I cant believe some of you havent blocked them And in the case of some other clowns like FrankJohnson or TradeReversal you dont have to block them theyll block you the minute you present a counter point to their BS
oldwisetrader,,2019-06-05 11:03:00,3.865,TEUM 3 million shares traded by 11am sounds and feels pessimistic hopefully many throwing in the towel which means we can bottom and move on out soon
motox24,True,2019-06-05 11:03:00,3.865,TEUM def hit and held that first support See what happens from here but Im thinking between now til August Ill keep buying shares around 375 anticipating ER
bagsofjunk,True,2019-06-05 11:02:00,3.858,TEUM Green close
Eric071234,,2019-06-05 11:02:00,3.858,TEUM was looking for this downdraft Shorts will be covering soon and then we can move upwards
shockexchange101,,2019-06-05 11:02:00,3.858,TEUM Started to build another position at 376377
venkateshan,,2019-06-05 11:01:00,3.85,TEUM I wanted to accumulate more
TheMountainThatRidez,,2019-06-05 11:01:00,3.85,TEUM man who do I need to jerk off to get my 375 filled Didnt fill both times it went to it
LucaBrasi911,,2019-06-05 11:00:00,3.825,TEUM in for 37k shares Love the action here
Kennet136,True,2019-06-05 11:00:00,3.825,TEUM when this dropped to 150 I loaded up and averaged down to 223 If it goes below 360 gonna buy again hold to 2022
BabyBullish,,2019-06-05 10:59:00,3.822,TEUM Ive watched thousands of dollars slide off my core position in the past month even after selling some makes your ass hurt Cant imagine what its like for people with 30k shares seeing their gains fall into the abyss Some legitimate news would be refreshing
hoffstra,True,2019-06-05 10:59:00,3.822,TEUM Fruit on the bottom hope on top
TrendsRFriends,True,2019-06-05 10:57:00,3.811,TEUM Marketpro11983 is a disgruntled exemployee He hinted at that himself before he started openly bashing the company So as a disgruntled exemployee he obviously has a bone to pick He was probably fired or laid off and is feeling vengeful So either take what he says with a grain of salt or just block him completely
cwt72,True,2019-06-05 10:57:00,3.811,TEUM Folks a retest of April lows to fill some tute orders Shorts happy to take advantage of MMs games Fundamentals are better now than April Going to run very soon
bttrader1007,,2019-06-05 10:57:00,3.811,TEUM revenues are growing very fast and still this SP is getting hit Doesnt make sense Wheres the Kraken
Chikki2010,,2019-06-05 10:56:00,3.804,TEUM How many are feeling lacking funds to average
LoveBull,,2019-06-05 10:55:00,3.8,TEUM Should have sensed why this didnt jump yesterday My bad learnings
hoffstra,True,2019-06-05 10:55:00,3.8,TEUM if u want to trader her u better have a criminal mind
nsng21,,2019-06-05 10:55:00,3.8,TEUM 371 is the number to watch
FlashCrashBash,,2019-06-05 10:52:00,3.781,TEUM if this falls back under 2 the pumpers will have some explaining to do
Grobian5000,True,2019-06-05 10:52:00,3.781,TEUM Bounced here 3 times in the last 3 months Should be support
fleetus,True,2019-06-05 10:51:00,3.776,TEUM literally this has happened before If youve been here long enough you know the play Now is the time to buy Every single time I got weak I regretted it and you will too if you sell and dont load up Accumulation is the name of the game right now
frankjohnson123,,2019-06-05 10:51:00,3.776,TEUM trying to buy to close my 5 calls for 005 Give up hope and give me them back
shinjury,True,2019-06-05 10:50:00,3.78,TEUM if I can move some money around during my break this afternoon Im buying more this is a bargain we might not see for long
Matty_Buffalo_Benj,True,2019-06-05 10:50:00,3.78,TEUM lol calm down all We made it through the 150 drop We can take a 3 Wait for bottom Hold long be diligent t with stops if you have to The end will justify the means
Orangebumble,,2019-06-05 10:50:00,3.78,TEUM ER behind us No new catalyst that we know of for a while so its an easy target to mess with 372 appears to be some support If breached then 330ish I have new buys in at 373 man got to 375 and then in the low 340 area dont plan on this one filling When earnings season comes around again in 3 months the SP will climb again and then time to unload and wait for the next round of games learn to play the game GLTA
mikerohansr,,2019-06-05 10:48:00,3.775,TEUM hals kracken must have died
jbalboni,,2019-06-05 10:48:00,3.775,TEUM For the record there are documents one can research at secgovedgarsearchedgarc FLYING BLIND LEADS TO SERIOUS INJURY
frankjohnson123,,2019-06-05 10:48:00,3.775,TEUM was 50 7 trading days agoweird
jontheinvestor,,2019-06-05 10:48:00,3.775,TEUM Buy when others are fearfulnothing has changed on the fundamentals If you are expecting this to be a mega company in 35 years based on the visionthen this is an amazing buying opportunity
thebigticket32,,2019-06-05 10:48:00,3.775,TEUM someone sell me some 250 calls cheap bastards
mikerohansr,,2019-06-05 10:47:00,3.772,TEUM 330 on the way
bttrader1007,,2019-06-05 10:47:00,3.772,TEUM literally everything I touch disintegrates Lovely
venkateshan,,2019-06-05 10:46:00,3.765,TEUM I am buying more
TheMountainThatRidez,,2019-06-05 10:46:00,3.765,TEUM didnt fill my 375 order again damn it
nevrose,True,2019-06-05 10:46:00,3.765,TEUM just weeding out the RIFF RAFF
optionA,,2019-06-05 10:46:00,3.765,TEUM damn down 6 jbalogna gonna talk trash again
bullbreak,,2019-06-05 10:45:00,3.76,TEUM stupid
alcheholic,True,2019-06-05 10:45:00,3.76,TEUM long and strong
given2fly,,2019-06-05 10:44:00,3.755,TEUM Need another Somalia Telecom contract announcement ASAP
RammsteinT,True,2019-06-05 10:44:00,3.755,TEUM action like China stock oversold
pleasing,,2019-06-05 10:42:00,3.782,TEUM pennant has broken and the price has gone below 100ma if you are already holding for the long term nbd but if you were hoping for a quick swing from 45 its not happening any time soon if you are thinking of entering or adding might as well wait for a lower price
mikerohansr,,2019-06-05 10:42:00,3.782,TEUM the 430 area is the only real support
stockwiz458,True,2019-06-05 10:42:00,3.782,TEUM I said it before that I believe TEUM is a BUY below 4 I am loading up
BabyBullish,,2019-06-05 10:42:00,3.782,TEUM its about to get really ugly
oldironworks,False,2019-06-05 10:40:00,3.79,TEUM
Grobian5000,,2019-06-05 10:40:00,3.79,TEUM When is the russel rebalance and which one will it be 2000 3000
mikerohansr,,2019-06-05 10:39:00,3.8,TEUM look back over a year at the stock price Crazy it is the same
cabfan,,2019-06-05 10:39:00,3.8,TEUM garbage
marketpro11983,False,2019-06-05 10:37:00,3.815,TEUM people been saying they missed their chance to buy the dip every day since above 5 well heres your reminder to buy the dip so you can add lower next week
betbetsgold,True,2019-06-05 10:36:00,3.807,TEUM
smoothmove,True,2019-06-05 10:35:00,3.805,TEUM MTBC reversed bullish today Lets see the same here
alo70,False,2019-06-05 10:34:00,3.805,TEUM flush
godblessthebulls,,2019-06-05 10:34:00,3.805,TEUM its been red for quite some time alr not just her but the whole market I Guess it wont go up till next year just need to hold and hopefully there will be surprises
mikerohansr,,2019-06-05 10:32:00,3.801,TEUM people here must be day traders to worry about it the way they do everyday all day long minute by minute
Zweaver6,True,2019-06-05 10:32:00,3.801,TEUM this price action is a joke i knowbut i feel like its free money if you have what it takes to hold for 2 to 5 years Thats my game plan
sapdrizz,True,2019-06-05 10:31:00,3.805,TEUM sold Too much volatility here right now Might buy back in once I see a decent price floor Still long term
given2fly,,2019-06-05 10:30:00,3.81,TEUM Can Nasdaq let Hal ring the bell again
quickcashcat,True,2019-06-05 10:30:00,3.81,TEUM damn my whole watchlist crashingsorry
breaking_stocks,,2019-06-05 10:30:00,3.81,TEUM described at httpwwwalphafinewscomearningsreviewfactsfiguresandstatisticsofpareteumcorporationnasdaqteum2
gorwell,,2019-06-05 10:23:00,3.864,TEUM Was talking with someone last night who sees an entry in 31 to 35 coming up I guess I know where to set my next GTC bid All noise until about 6 mos before the end of Hals tenure so probably swing in the meantime
KitCat,,2019-06-05 10:23:00,3.864,TEUM smart ones get more
Matty_Buffalo_Benj,True,2019-06-05 10:22:00,3.871,TEUM volume has never been our friend Dips are meant for buying though
jrshoops,True,2019-06-05 10:21:00,3.877,TEUM good morning folks 2k more shares 39750 This is bullshit BUY 62k shares now
mikerohansr,,2019-06-05 10:18:00,3.855,TEUM wow this place is useless
Buggyman,,2019-06-05 10:17:00,3.853,TEUM What is the RSI in this bad boy Been behaving weird since mid March Been watching on sidelines
DJEuphoria,,2019-06-05 10:16:00,3.855,TEUM Had a good till cancel order for 1k shares in a Robin hood account fill that I forgot about from back in April
