Gametapes808,True,2019-06-05 15:59:00,4.843,PRPO fire sale
Bluwhale,True,2019-06-05 11:28:00,4.915,PRPO jobsite today vacation house nobody around stumbled upon this on the front steps exactly where I found it no BBQ grill insightand and itit has a crack in it
Thegiftandthecurse,,2019-06-05 11:28:00,4.915,PRPO waiting for 450 for another shot at this
immastealyoshares,,2019-06-05 11:26:00,4.9,PRPO I once had AKER Lost about 10k on that This is starting to turn into the same cluster fuck
jzaskar,True,2019-06-05 11:24:00,4.901,PRPO They are working on big things Doesnt happen overnight Just hold Youll be half you did
Desjardb,,2019-06-05 11:24:00,4.901,PRPO Is this a double bottom
KashFloh,True,2019-06-05 11:23:00,4.93,PRPO SOOOOO much manipulation Never drops under 485487 its being loading cheaply
AegonTargaryen,True,2019-06-05 11:22:00,4.87,PRPO I assure you I am I dont even know what else there is to short down this low lol Just fine to be patient We had a bunch of swings in they have swung out Now we will need to get yesterdays news out and add something on top like a contract and movement will happen
mjlfinn,,2019-06-05 11:22:00,4.87,PRPO wasnt it advertised that There would be a conf call today It was Monday I thought and seems to get delayed and delayed Can anyone answer this
CollegeLeslie,,2019-06-05 11:21:00,4.862,PRPO whatever happened to this stock Had so much momentum after RS
NJones10259,True,2019-06-05 11:21:00,4.862,PRPO meh well go up in time
alapati007,True,2019-06-05 11:21:00,4.862,VSTM PVTL GME CCXI PRPO VTSM 100 buy rating going to be Next big thing
cheewhoo,True,2019-06-05 11:20:00,4.883,PRPO are you longs locking up your shares to limit the amount of free shares there are to shortI amto each their own though
JNKR11,True,2019-06-05 11:19:00,4.883,PRPO Sorry Folks The Parks Closed This is EXACTLY how it feels ONLY completely different Mousetrap I just wanna ride the damn rollercoaster Uh we actually are KiddingNotKidding WednesdayThoughts
cheetohottaki,,2019-06-05 11:18:00,4.902,PRPO wow just wow the day I decide to enter Km immediately down 5 its rough being me
Jbrock90,,2019-06-05 11:16:00,4.905,PRPO still waitin on my vest to come in the mail
Permabull99,,2019-06-05 11:12:00,4.948,PRPO while we are all floating along looking at each otheris the new Godzilla worth seeing
Boiler_Room_2_RIP,False,2019-06-05 11:11:00,4.956,PRPO nothing is enticing new investors to buy here the PR couldnt even produce a decent run yesterday what makes you think people are going to line up to buy here more shorts are coming in everyday bringing this down further the company has terrible financials shorters know to target shit companies like this bleed down will get to the 3s then 2s a few weeks later you bagholders that are holding through this must not have any skin in the game and are papertrading lol
Nhaff2019,True,2019-06-05 11:11:00,4.956,PRPO One more short attack Still holding up support
Beezy22,True,2019-06-05 11:11:00,4.956,PRPO Im just gonna add 400 more shares and hope we get news tomorrow it said happens I shall dub Thursdays Sweater Vest Thursday
GettingLoot,True,2019-06-05 11:10:00,4.932,PRPO Im well aware of the three hundred pt But realistically there will be ups and downs along the way Thats why I posted the 1446 pt short term
Boiler_Room_2_RIP,False,2019-06-05 11:09:00,4.96,PRPO told you bag holders to use that PR pop yesterday to make your exit this is slow bleeding back down into the 4s heading into the low 4s by the end of week and very likely the 3s GOOD LUCK BAGIES
Smit2732,True,2019-06-05 11:06:00,4.97,PRPO I miss the Kung fu bear dude He was funny
RRWebb,True,2019-06-05 11:02:00,4.96,PRPO ill let go of shares at 20 When you bears plan on giving up
BiotechJunkie,True,2019-06-05 10:59:00,4.96,PRPO
Stufftheshorts,True,2019-06-05 10:57:00,5.004,PRPO This is dirt cheap right now with whats ahead Accumulate and slap that ask
DJP666,True,2019-06-05 10:50:00,4.965,PRPO time of day when dumdums sell at the SP low
Permabull99,True,2019-06-05 10:47:00,4.971,PRPO red out there except arca pharm and rewalk
VampireHoldings,True,2019-06-05 10:46:00,4.97,PRPO
GGSDad,False,2019-06-05 10:44:00,4.97,PRPO better get out before the end comes this guy is a scammer IMO
JNKR11,True,2019-06-05 10:44:00,4.97,PRPO I didnt expect shares to be THAT EASY below after RS in at 47 now averaging 744 BUT this is just getting just silly I dont know which line on a chart shows INSANITY but I think Ive crossed axis StayPositive Me
cheewhoo,True,2019-06-05 10:42:00,4.979,PRPO Not a rumor and IMO also doesnt even countto me as real news yet but great stuff for us longs IMOWhen the real news hits Im glad Im in this at thesr peanut priceslolVERY
ChartHawk,True,2019-06-05 10:41:00,4.971,PRPO Getting Loot 300 pT we just reverse split 151 Incidentally we are down 50 in 30 days This is one of the best price to targets on the market if not the best price to target 497 300 Plenty of Room This is the LOAD ZONE
Joey8102,True,2019-06-05 10:40:00,4.971,PRPO My only problem with these 4s is I dont have the funds to buy more right now Youve got to be insane for selling with a loss on this kind of investment Do your DD and youll never worry about it again
WhtRProfits,True,2019-06-05 10:40:00,4.971,PRPO had to temporarily let go of my shares for another opportunity hopefully will be back with more
GettingLoot,,2019-06-05 10:38:00,5.008,PRPO 1446 PT
climateeast,,2019-06-05 10:37:00,4.966,PRPO 432 target
Theaceman112,,2019-06-05 10:36:00,4.966,PRPO
cheewhoo,True,2019-06-05 10:36:00,4.966,PRPO I feel bad for those who panic sell after listening to bashers hereGL
alapati007,True,2019-06-05 10:33:00,4.96,PRPO VSTM
Permabull99,True,2019-06-05 10:31:00,5.001,PRPO the block buttonstill the greatest invention of my generation
scottanderson,True,2019-06-05 10:29:00,4.957,PRPO added more 4s Couldnt help it Heavy manip here bodes well Watch
Jeff_Kaitlyn,True,2019-06-05 10:28:00,4.957,BLIN current positions BLIN 312 YRIV 55 EARS 258 OHRP 294 PRPO 495 good luck everyone
breaking_stocks,,2019-06-05 10:28:00,4.957,PRPO described at alphafinewscomearningsre
h2olong,,2019-06-05 10:28:00,4.957,PRPO Thisjust back off cheap idiot bearssick of your drivel
Scotty_P,True,2019-06-05 10:24:00,5.018,PRPO finallly blocked Baloney what a corny mfer with his Mo this and Mo that man just stfu
BioBaloney,False,2019-06-05 10:23:00,5.011,PRPO Stock is a 2 then Zero
Scotty_P,True,2019-06-05 10:23:00,5.011,PRPO Id rather be a long here with this sitting at 67 in my portfolio is that too much to ask after the news we just got
BioBaloney,False,2019-06-05 10:23:00,5.011,PRPO Meeting of the Mos Sudan Mo has a great Idea A very hot spice for his camel meat I think company will be calling it FIRE Funny to Pair with ICE he says Big plus Cairo MO is a GOT fan
Jlebby17,,2019-06-05 10:14:00,5.006,PRPO Ive been bullish for the past 3 months with this stock but am starting to get so fucking fed up with this companys lack of care with their SP look at SOLY they release news 23 times a week lately and look at where they are Does PRPO management even care or are they content just letting this thing bleed
Stufftheshorts,True,2019-06-05 10:14:00,5.006,PRPO FourConcreteBlocks When shorts pretend to be long
h2olong,,2019-06-05 10:11:00,5.051,PRPO Hey fourconcreteblocks we have bull that can pass judgement in 8 minutes you better run
NinjaBob,,2019-06-05 10:10:00,5.051,PRPO near Bottom Bollinger488showing bounce recent Low 484 could move higher after recent news
kw30,,2019-06-05 10:09:00,5.051,I just sent feed back to TD Ameritrade about the lousy news feed coverage on PRPO and BLNK They did post yesterday on BLNK but it wasnt anything but the stock surged There was a real deal big news last week never posted PRPO had big news yesterday they never posted so many investors never got the memo
Scotty_P,True,2019-06-05 10:09:00,5.051,PRPO wtf please not another bleedout under 5 today
peakr,,2019-06-05 10:09:00,5.051,PRPO I usually like being bought dinner before getting fucked
rotoking20,True,2019-06-05 10:07:00,5.011,PRPO Remember he has a list lol
h2olong,,2019-06-05 10:06:00,5.093,PRPO Four concreteblocks can pass judgement on a manufacturer in nine minutesWOW
mimiwor,True,2019-06-05 10:05:00,5.093,APVO She just got granted a BIO PATENT today and news will be out in couple days also there is upcoming partnership news with their FDA product Grab some shares before rocket Bottom play with upcoming NEWS Happy profitable day YRIV BIOC PRPO PRTO Dear my border members this is a win win game
immastealyoshares,,2019-06-05 10:04:00,5.093,PRPO Jesus FUCK
olpartner1,,2019-06-05 10:03:00,4.96,PRPO FourConcreteBlocksanother dumpster diver
immastealyoshares,,2019-06-05 10:02:00,5.07,YRIV Between this and PRPO Ive managed to fuck myself once again
randomzkat,True,2019-06-05 09:59:00,4.99,PRPO Shorterm PT 6 months Im already long on this so I dont care whatever the number maybe Im just curious on what is the consensus PT people perceive
Mlevere1988,,2019-06-05 09:58:00,4.99,PRPO well the news yesterday didnt do squat
scottanderson,True,2019-06-05 09:58:00,4.99,PRPO somebody wants shares here
rotoking20,True,2019-06-05 09:57:00,5.077,PRPO Interesting just a few minutes ago he asked what company He didnt even know Then a few minutes later he comes out with a bearish bashing statementHow much DD could he do on Novamed in a few minutes Why would anyone respect what he said
rotoking20,True,2019-06-05 09:52:00,5.024,PRPO I really dont care about YOUR list would someone bearish say anything else I only care that its a piece of the puzzle in place
Beezy22,True,2019-06-05 09:52:00,5.024,PRPO RobinHood needs to post this news
FourConcreteBlocks,False,2019-06-05 09:51:00,5.067,PRPO novamed sits at the very bottom of the list of manufacturers I hardly doubt that they can supply the whole world Im sorry but Im out of this novamed was turned down by countless and countless of Pharmaceuticals companies like glaskosmithkline GW Pharmaceuticals the list goes on and on they have the worst manufacturing chart records for supply and demand Ive got close to 4000 shares in this company and Im pulling that out today peace you guys take care and good luck
ChartHawk,True,2019-06-05 09:50:00,5.109,PRPO Easy doubler for a fundie
rotoking20,True,2019-06-05 09:48:00,5.114,PRPO Dow opened up 150 now only 90 this on the heels of yesterdays big gains
ChartHawk,True,2019-06-05 09:47:00,5.12,PRPO Shorts have taken the time to take your shares cheap and build walls for their protection All the shares on their walls are cheap considering they were 11 three weeks ago You take away the walls and we go back to 11 That simple ENJOY 100 shares iborrowdeskcomreportPRPO
rotoking20,True,2019-06-05 09:46:00,5.12,PRPO WOW IFRX down almost 90 lost 30 a share so far
kror74,True,2019-06-05 09:44:00,5.109,PRPO eod green
rotoking20,True,2019-06-05 09:44:00,5.109,PRPO Novamed is the company they announced yesterday
FourConcreteBlocks,,2019-06-05 09:42:00,5.108,PRPO diagnostics manufacturing company my question is which one Theres over 100 diagnostic manufacturing companies out there still havent found the name
Nhaff2019,True,2019-06-05 09:39:00,5.125,PRPO Looking like its time to slap
Smit2732,True,2019-06-05 09:36:00,5.141,PRPO httpwwwprecipiodxcominvestorspr20190604Precipio20Signs20Exclusive20Manufacturing20Agreement20for20IVCellhtml
rotoking20,True,2019-06-05 09:36:00,5.141,PRPO Howdy allLooks like the old pattern is here again early sell off
AegonTargaryen,True,2019-06-05 09:35:00,5.136,PRPO This is why Ori was such an important grab as well as the emphasis on being global prnewswirecomnewsrelease
9Bolt,,2019-06-05 09:35:00,5.136,PRPO released manufacture
King_Danimal,,2019-06-05 09:35:00,5.136,PRPO In my humble opinion now that we have the manufacturing capabilities The next big thing that will be announced is a freshly signed contract with a major health provider Probably in the US
phatso,,2019-06-05 09:34:00,5.105,PRPO
swimmingxc21,,2019-06-05 09:34:00,5.105,PRPO feeling mid morning news
DMBMARK,,2019-06-05 09:33:00,5.105,PRPO
FourConcreteBlocks,True,2019-06-05 09:32:00,5.106,PRPO noobs
Lockedon1,True,2019-06-05 09:32:00,5.106,PRPO
kiran760,True,2019-06-05 09:31:00,5.114,PRPO
Marelli321,True,2019-06-05 09:30:00,5.153,PRPO
Khobbs93,True,2019-06-05 09:30:00,5.153,PRPO cmon
DMBMARK,,2019-06-05 09:30:00,5.153,PRPO just bought more
kas_5ah,True,2019-06-05 09:30:00,5.153,PRPO
