Otorino,True,2019-03-27 15:59:00,1.13,BIOC TOMORROW
BeenthereB4,,2019-03-27 09:44:00,1.181,BIOC Ill only say it once today If you want to buy in then do it Otherwise move on to another board
here2brich,,2019-03-27 09:41:00,1.194,BIOC No upside till revenue streams in
Doin,,2019-03-27 09:41:00,1.194,BIOC 824K shares in 10 minutes
4RunnerDude,,2019-03-27 09:40:00,1.184,BIOC the pumpers arent going to pay more than 120 why should you Buy at 1
haxor00,,2019-03-27 09:39:00,1.187,TheStockSinatra what do you think of BIOC
Ginos2000,,2019-03-27 09:39:00,1.187,BIOC and here come the pumpers again If you are going to buy or average down wait for a bigger dip to around 110 ish
GalTrader,True,2019-03-27 09:37:00,1.183,BIOC May add more
4RunnerDude,False,2019-03-27 09:36:00,1.177,BIOC fake ass buys Exact BS before it tanked from 160 to 120 Lol
One_Eleven_Chris,True,2019-03-27 09:35:00,1.177,BIOC getting in early under 120
LoOseMoNeY,True,2019-03-27 09:35:00,1.177,BIOC Wow watching the scum operate on L2 can be enlightening what happened at 116 someone called your bluff
kester,True,2019-03-27 09:35:00,1.177,BIOC gained almost 600 new watchers less than 24
movingfast77,True,2019-03-27 09:33:00,1.214,BIOC Here We Grow whatever 130 in a couple minutes
MasterChi,True,2019-03-27 09:32:00,1.204,BIOC here we go
kester,True,2019-03-27 09:32:00,1.204,BIOC Get while its hot Dip and sip
kester,True,2019-03-27 09:31:00,1.192,BIOC Its the reload and reentry sentiments that not gonna be being delay for the inevitable rise Folks regretting not selling in 130
